rank	word	reading	pos	meaning	example	translation
3780	穏やか	おだやか	na-adjective	calm; quiet; gentle	寒い冬の後、春は穏やかな天候をもたらす。	Spring brings mild weather after the cold winter.
3781	行事	ぎょうじ	noun	event; function	メグは学校のいろいろな行事に参加する。	Meg attends many school affairs.
3782	診療	しんりょう	noun	diagnosis and treatment; medical care	診療予約を取ってもらえますか。	Can I make an appointment to have a medical examination?
3783	起訴	きそ	noun	prosecution; indictment	十分な証拠が無くて警察は彼を起訴できなかった。	In the absence of sufficient proof, the police could not indict him.
3784	輝く	かがやく	verb	to shine; to sparkle; to twinkle	彼女は目を輝かせて私の言うことを聞いた。	She listened to me with her eyes shining.
3785	遅刻	ちこく	noun	lateness; tardiness; arriving late	彼女はめったに学校に遅刻することはない。	She is seldom late for school.
3786	重力	じゅうりょく	noun	gravity; gravitation; gravitational pull	重力が物を地球の中心に引っ張っている。	Gravity pulls things toward the center of the earth.
3787	隊員	たいいん	noun	troops; group members; team members	救助隊員達が地震の被災者達に物資を分配するだろう。	The rescue workers are going to hand out supplies to the victims of the earthquake.
3788	題	だい	noun	title; subject; theme	「友情」という題で作文を書きなさい。	Write an essay on "Friendship".
3789	願望	がんぼう	noun	desire; wish; aspiration	ほっそりとした姿に対する若い女性の願望は強い。	Young girls' desire for slim figures is strong.
3790	ひな	ひな	noun	young bird; chick; fledgling	ひなたにいる時は何かかぶっていなさいよ。	Cover your head when you are in the sun.
3791	アレルギー	あれるぎー	noun	allergy	彼はほこりに対してアレルギーを起こす。	He is allergic to dust.
3792	ガソリン	がそりん	noun	gasoline; petrol	石油会社は再びガソリンの価格を上げた。	The oil companies increased the price of gas again.
3793	グレー	ぐれー	noun	grey; gray	我々はグレー氏をその委員会の委員長にした。	We made Mr Grey chairman of the committee.
3794	ダイヤモンド	だいやもんど	noun	diamond	その指輪にはダイヤモンドがついている。	The ring has a diamond in it.
3795	ディスク	でぃすく	noun	disk; disc	ディスクと出力紙をかばんに詰めて下さい。	Please pack the disks and hard copies into the briefcase.
3796	ピース	ぴーす	noun	peace	うまくいけば一日に２、３ピース作れる。	I can produce several pieces a day if I'm lucky.
3797	ホスト	ほすと	noun	host (of a party, summit, etc.)	パーティーでは誰がホストを勤めるのですか。	Who will host the party?
3798	マニア	まにあ	noun	enthusiast	あいつはカーマニアだから、車のことならなんでも知ってるよ。	He's a car nut. Ask him anything.
3799	ライセンス	らいせんす	noun	license; licence	政府はライセンスなしに銃を携帯することを禁じている。	The government prohibits us from carrying guns without a license.
3800	リボン	りぼん	noun	ribbon	私は箱を紙で包み、それをリボンで結んだ。	I put a piece of paper around the box and tied it up with a ribbon.
3801	レジ	れじ	noun	(cash) register	会計はお帰りのレジでおねがいします。	Pay the cashier on the way out.
3802	一員	いちいん	noun	one person; one member	この猫は、いわば、我が家の一員なのです。	This cat is, so to speak, a member of our family.
3803	両手	りょうて	noun	both hands; both arms	彼は両手をポケットに深く突っ込んでいた。	His hands were deep in his pockets.
3804	乗り換え	のりかえ	noun	transfer (trains, buses, etc.); change; connection	乗り換えに５分の余裕しかない。	We have a margin of just five minutes to change trains.
3805	仮に	かりに	adverb	supposing; even if; granting that	仮に戦争が起こるとしたらどうしますか。	What would you do if war were to break out?
3806	住人	じゅうにん	noun	dweller; inhabitant; resident	彼はこの町の住人によって役人に選ばれた。	He was elected an official by the inhabitants of this town.
3807	儀式	ぎしき	noun	ceremony; rite; ritual	このパレードは古い儀式に由来している。	This parade descends from an ancient rite.
3808	甲斐	かい	noun	result (that makes an act worthwhile); worth (in doing something); value	進んで学ぼうとする気の無い者には教える甲斐がない。	One who is not willing to learn is not worth teaching.
3809	原稿	げんこう	noun	manuscript; copy; draft	彼は彼の今度の劇の原稿を私に見せてくれた。	He showed me the manuscript of his new play.
3810	収穫	しゅうかく	noun	harvest; crop; ingathering	去年と比較して、今年の収穫はずっといい。	Compared with last year, this year's crops are much better.
3811	合法	ごうほう	na-adjective	legal; lawful; legitimate	その議論に関する討論は合法であるようだ。	A discussion of the proposal seems to be in order.
3812	合流	ごうりゅう	noun	confluence (of rivers); flowing together; joining	そのレストランは２つの高速道路の合流点に立っている。	The restaurant stands at the junction of two superhighways.
3813	四国	しこく	noun	Shikoku (smallest of the four main islands of Japan)	私は来年、自転車で四国を一周するつもりです。	I plan to cycle around Shikoku next year.
3814	在籍	ざいせき	noun	being enrolled (at a school); being registered; being a member (of a team, organization, etc.)	この学校には数人の外国人が在籍している。	This school has several foreigners on the roll.
3815	子育て	こそだて	noun	child rearing; child raising; raising children	彼女は三人の子育てにかかりきりだ。	She is devoted to her three children.
3816	弓	ゆみ	noun	bow (weapon)	７歳の時、すでに自ら弓と矢を作った。	By the age of seven, he had already made his own bow and arrows.
3817	後日	ごじつ	noun	in the future; another day; later	ちなみに、それはこの話の後日談にする予定です。	By the way, I plan to do that for this story's sequel.
3818	推薦	すいせん	noun	recommendation; referral; endorsement	先生は私たちにこの辞書を推薦してくれた。	The teacher recommended this dictionary to us.
3819	敗北	はいぼく	noun	defeat; loss; reverse	彼らは勇敢に戦ったけれども、敗北した。	Bravely though they fought, they were defeated.
3820	沖	おき	noun	open sea	見渡すと、既に船はかなり沖の方にいた。	Looking around the boat was already quite far out in the open sea.
3821	液体	えきたい	noun	liquid	この液体は３つの要素に分解できる。	This liquid can be resolved into three elements.
3822	無罪	むざい	noun	innocence; being not guilty	彼が無罪であると信じる十分な理由がある。	We have every reason to believe him innocent.
3823	物事	ものごと	noun	things; everything	繰り返すことが物事を覚えるのに役に立つ。	Repetition helps you remember something.
3824	立てる	たてる	verb	to stand (something) up; to put upright; to set up	彼女は僕に腹を立てているのにちがいない。	She must be angry with me.
3825	立体	りったい	noun	solid body; three-dimensional object	我々はその問題を立体的に調査した。	We investigated the matter from all angles.
3826	経歴	けいれき	noun	personal history; background; career	経歴のわからない人間を信用してはいけない。	Don't trust a man whose past you know nothing about.
3827	絵本	えほん	noun	picture book	絵本は子供たちの頭を啓発する。	Picture books will cultivate the minds of children.
