rank	word	reading	part_of_speech	meaning	example	translation
3968	辞任	じにん	noun	resignation (from a position)	彼女はその会社を辞任するよう求められた。	She was required to step down in the office.
3969	途端	とたん	noun	just (now, at the moment, etc.); just as; in the act of	私が抱いたとたん、赤ちゃんは泣き出した。	The moment I held the baby in my arms, it began to cry.
3970	通学	つうがく	noun	commuting to school; school commute	彼女はいつも歩いて通学する。	She usually walks to school.
3971	連動	れんどう	noun	operating together; working together; being linked (to)	エンジンを前輪に連動させてください。	Gear the engine to the front wheels.
3972	長男	ちょうなん	noun	eldest son (may be the only son); first-born son	長男がすべての財産を相続した。	The eldest son succeeded to all the property.
3973	陰	かげ	noun	shade; shadow	太陽がまもなく雲の陰から現れてきた。	The sun soon emerged from behind the clouds.
3974	陸	りく	noun	land; shore	陸が見えてきた。	Land came in sight.
3975	飢え	うえ	noun	hunger; starvation	毎年何百万という人が飢えで死んでいる。	Millions of people starve to death every year.
3976	餅	もち	noun	mochi; small rice cake made from glutinous rice	彼は餅をすっかり食べたわけではない。	He didn't eat all of the rice cakes.
3977	あて	あて	noun	aim; object; purpose	その手紙は私宛に来た。	The letter is for me.
3978	シンガポール	シンガポール	noun	Singapore	シンガポールについてご存じですか。	Do you know about Singapore?
3979	テキサス	テキサス	noun	Texas	テキサス州はメキシコと接している。	Texas borders on Mexico.
3980	トレード	トレード	noun	trade; trading	彼は競争相手の会社にいわばトレードされたのです。	He was traded, so to speak, to the rival firm.
3981	ヒント	ヒント	noun	hint; clue	彼は私にヒントをくれた。	He gave me a hint.
3982	ピーク	ピーク	noun	peak	朝のラッシュは今がピークだ。	The morning rush is at its peak now.
3983	フランス語	フランスご	noun	French (language)	日本語、英語、フランス語を話します。	I speak Japanese, English, and French.
3984	プリント	プリント	noun	print; printing; (printed) copy	先生は生徒たちにプリントを配布した。	The teacher distributed the handouts to the students.
3985	ベンチ	ベンチ	noun	bench	そのベンチにすわらないで下さい。	Please don't sit on that bench.
3986	レア	レア	noun	rhea (bird of family Rheidae)	レアでお願いします。	I would like mine rare.
3987	一貫	いっかん	noun	consistency; coherence; integration	彼女の考えは首尾一貫している。	She is consistent in her opinions.
3988	一連	いちれん	noun	series; chain; sequence	先駆者達は一連の障害を克服してきた。	The pioneers have overcome a series of obstacles.
3989	中日	ちゅうにち	noun	China and Japan; Chinese-Japanese; Sino-Japanese	中日間は本当にお互いを知り合うところまでは到達していない。	The point of true mutual understanding has not yet been reached between Japan and China.
3990	似合う	にあう	verb	to suit; to match; to become	そのネクタイとても似合っています。	That tie suits you very well.
3991	先頭	せんとう	noun	head (of a line, group, etc.); front; lead	市長は行列の先頭に立って歩いた。	The mayor walked at the head of the procession.
3992	内緒	ないしょ	noun	secrecy; confidentiality; privacy	この話は内緒にしておこう。	Let's keep this matter between ourselves.
3993	凍結	とうけつ	noun	freezing (e.g. water)	多くの事故が、道路の凍結状態から生じた。	Many accidents resulted from the icy road conditions.
3994	処置	しょち	noun	measure; step; dealing with	私は必要と思われる処置は取るつもりだ。	I will take such action as seems necessary.
3995	双方	そうほう	noun	both parties; both sides	双方が互いに歩み寄らねばならなかった。	Both sides had to compromise with each other.
3996	右側	みぎがわ	noun	right side; right-hand side	右側通行をしなさい。	Keep to the right.
3997	喪失	そうしつ	noun	loss; forfeit	最近は何をやっても旨く行かないから、自信喪失だよ。	Nothing I do lately seems to turn out right. I'm losing confidence in myself.
3998	大胆	だいたん	na-adjective	bold; daring; audacious	彼の大胆な計画は大きな論争を巻き起こした。	His bold plan gave rise to much controversy.
3999	寸前	すんぜん	noun	just before; on the verge of; on the brink of	世界が核戦争寸前にならないよう願いましょう。	Let us hope the world will never be on the brink of a nuclear war.
4000	工夫	くふう	noun	devising (a way); contriving; inventing	これは私が工夫した計画です。	This is a plan of my own devising.
4001	強烈	きょうれつ	na-adjective	strong; intense; severe	その液体は強烈な匂いを発した。	The liquid gave off a strong smell.
4002	忍者	にんじゃ	noun	ninja; person trained in ninjutsu and employed for covert purposes in feudal Japan	『カムイの剣』は、1868年の徳川将軍時代の崩壊と、明治天皇下での日本の復興という変革期を舞台にした、一種の侍/忍者物語だ。	Kamui no Ken was a sort of samurai/ninja story set during the transition of the fall of the Tokugawa Shogunate and the re-establishment of Japan under the Emperor Meiji in 1868.
4003	悪質	あくしつ	na-adjective	malicious; vicious; malignant	悪質な迷惑電話、ワンギリにご注意！！	Beware of 'One Ring' malicious nuisance calls!!
4004	戦術	せんじゅつ	noun	tactics	戦術を変えてみたら。	Why don't you try a different tack?
4005	拉致	らち	noun	taking captive; carrying away; kidnapping	今日のトピックは「北朝鮮による日本人拉致問題」です。	Today's topic is "the problem of Japanese people abducted by North Korea".
4006	支店	してん	noun	branch office; branch store	新しい支店が来月シカゴに開店する。	A new branch will be opened in Chicago next month.
4007	書き込み	かきこみ	noun	writing	そのフロッピー、念の為書きこみ禁止にしておいて。	Make that floppy uncopiable, just in case.
4008	来店	らいてん	noun	coming to a store (restaurant, bar, shop, etc.)	来週またご来店下さい。	Check back next week.
4009	格闘	かくとう	noun	(hand-to-hand) fight; grapple; scuffle	彼は襲撃者を格闘して地面に倒した。	He wrestled his attacker to the ground.
4010	標的	ひょうてき	noun	target	銃を標的にあわせろ。	Aim the gun at the target.
4011	水曜日	すいようび	noun	Wednesday	彼女はこの前の水曜日からずっと休んでいる。	She has been absent since last Wednesday.
4012	減らす	へらす	verb	to abate; to decrease; to diminish	私は体重を減らしたい。	I want to lose weight.
4013	潜水	せんすい	noun	diving; submerging; going underwater	潜水して泳げるかい。	Can you swim underwater?
4014	濃厚	のうこう	na-adjective	rich (flavor, color, etc.); strong (e.g. odor); heavy	インサイダー取引に当たる疑いが濃厚になってきた。	Suspicion that this amounts to insider trading has strengthened.
4015	火曜日	かようび	noun	Tuesday	本を読んでしまったら火曜日にお返しします。	I will return your book on Tuesday if I have finished it.
4016	焼肉	やきにく	noun	yakiniku; Japanese dish of grilled meat similar to Korean barbecue	焼き肉の火加減を見なさい。	Please check if the meat is being roasted at the right heat.
4017	片方	かたほう	noun	one side; one party; the other side	彼女の片方の靴が脱げました。	One of her shoes dropped off.
