#separator:tab
#html:true
#columns:Point	PointRuby	Level	Meaning	Formation	Notes	Contrast	Examples	Tags
#tags column:9
〜たりとも	〜たりとも	N1	not even a single ~	一 + counter + たりとも + negative	Emphatic total denial, formal.	たりとも is formal; も〜ない is plain.	<div class="ex"><div class="jp"><ruby>一日<rt>いちにち</rt></ruby>たりとも<ruby>忘<rt>わす</rt></ruby>れたことはない。</div><div class="en">I have not forgotten for even a single day.</div></div><div class="ex"><div class="jp"><ruby>一<rt>いち</rt></ruby><ruby>円<rt>えん</rt></ruby>たりとも<ruby>無駄<rt>むだ</rt></ruby>にできない。</div><div class="en">We cannot waste even a single yen.</div></div><div class="ex"><div class="jp"><ruby>両親<rt>りょうしん</rt></ruby>がふたりとも<ruby>私<rt>わたし</rt></ruby>に<ruby>厳<rt>きび</rt></ruby>しいわけではない。</div><div class="en">My parents are not strict with me.</div></div><div class="ex"><div class="jp"><ruby>何人<rt>なんにん</rt></ruby>たりとも<ruby>公共<rt>こうきょう</rt></ruby>の<ruby>利益<rt>りえき</rt></ruby>を<ruby>独占<rt>どくせん</rt></ruby>すべきではない。</div><div class="en">Let no one appropriate a common benefit.</div></div>	jlpt::N1
〜だに	〜だに	N1	even just ~	Verb dictionary form / Noun + だに	Fixed literary phrases: 想像だに, 微動だにしない.	だに is archaic; さえ is modern.	<div class="ex"><div class="jp"><ruby>想像<rt>そうぞう</rt></ruby>だにしなかった<ruby>出来事<rt>できごと</rt></ruby>だ。</div><div class="en">It was an event I had not even imagined.</div></div><div class="ex"><div class="jp"><ruby>彼<rt>かれ</rt></ruby>は<ruby>微動<rt>びどう</rt></ruby>だにしなかった。</div><div class="en">He did not stir in the slightest.</div></div>	jlpt::N1
〜てからというもの	〜てからというもの	N1	ever since ~	Verb て-form + からというもの	A lasting change dating from one event.	てからというもの stresses lasting change; てから is plain sequence.	<div class="ex"><div class="jp"><ruby>日本<rt>にっぽん</rt></ruby>に<ruby>来<rt>き</rt></ruby>てからというもの、<ruby>毎日<rt>まいにち</rt></ruby>が<ruby>楽<rt>たの</rt></ruby>しい。</div><div class="en">Ever since I came to Japan, every day has been fun.</div></div><div class="ex"><div class="jp"><ruby>引<rt>ひ</rt></ruby>っ<ruby>越<rt>こ</rt></ruby>してからというもの、<ruby>体調<rt>たいちょう</rt></ruby>がいい。</div><div class="en">Ever since I moved, my health has been good.</div></div><div class="ex"><div class="jp"><ruby>新<rt>しん</rt></ruby><ruby>学期<rt>がっき</rt></ruby>が<ruby>始<rt>はじ</rt></ruby>まってからというもの、とっても<ruby>忙<rt>いそが</rt></ruby>しいの。</div><div class="en">I&#x27;ve been very busy since the new term started.</div></div>	jlpt::N1
〜てやまない	〜てやまない	N1	~ deeply and endlessly	Verb て-form + やまない	For lasting emotions: 願ってやまない, 愛してやまない.	てやまない is literary; たい is plain desire.	<div class="ex"><div class="jp"><ruby>皆様<rt>みなさま</rt></ruby>のご<ruby>健康<rt>けんこう</rt></ruby>を<ruby>願<rt>ねが</rt></ruby>ってやみません。</div><div class="en">I wish you all continued good health.</div></div><div class="ex"><div class="jp"><ruby>故郷<rt>こきょう</rt></ruby>を<ruby>愛<rt>あい</rt></ruby>してやまない。</div><div class="en">I love my hometown endlessly.</div></div>	jlpt::N1
〜であるまいし	〜であるまいし	N1	it&#x27;s not as if ~	Noun + じゃあるまいし	Dismisses an unreasonable premise, in speech.	じゃあるまいし rebukes; ではないから explains.	<div class="ex"><div class="jp"><ruby>子<rt>こ</rt></ruby>どもじゃあるまいし、<ruby>自分<rt>じぶん</rt></ruby>でやりなさい。</div><div class="en">You&#x27;re not a child, so do it yourself.</div></div><div class="ex"><div class="jp"><ruby>初<rt>はじ</rt></ruby>めてじゃあるまいし、<ruby>心配<rt>しんぱい</rt></ruby>ない。</div><div class="en">It&#x27;s not as if it&#x27;s the first time; don&#x27;t worry.</div></div><div class="ex"><div class="jp"><ruby>彼女<rt>かのじょ</rt></ruby>がいなくなったら<ruby>世界<rt>せかい</rt></ruby>が<ruby>終<rt>お</rt></ruby>わる<ruby>訳<rt>わけ</rt></ruby>じゃあるまいし。</div><div class="en">It&#x27;s not as though the world is going to end if she leaves.</div></div><div class="ex"><div class="jp"><ruby>私<rt>わたし</rt></ruby><ruby>達<rt>たち</rt></ruby>は<ruby>金持<rt>かねも</rt></ruby>ちではあるまいし。</div><div class="en">It isn&#x27;t as if we were rich.</div></div>	jlpt::N1
〜であれ	〜であれ	N1	whatever / even if it is ~	Noun / question word + であれ	Concedes any case whatsoever.	であれ is literary; でも is everyday.	<div class="ex"><div class="jp">どんな<ruby>理由<rt>りゆう</rt></ruby>であれ、<ruby>暴力<rt>ぼうりょく</rt></ruby>は<ruby>許<rt>ゆる</rt></ruby>されない。</div><div class="en">Whatever the reason, violence is not permitted.</div></div><div class="ex"><div class="jp"><ruby>誰<rt>だれ</rt></ruby>であれ、<ruby>規則<rt>きそく</rt></ruby>は<ruby>守<rt>まも</rt></ruby>るべきだ。</div><div class="en">Whoever it is, the rules should be kept.</div></div>	jlpt::N1
〜であれ〜であれ	〜であれ〜であれ	N1	whether ~ or ~	Noun + であれ + Noun + であれ	Neither alternative changes the outcome.	A paired concessive; single であれ concedes one case.	<div class="ex"><div class="jp"><ruby>晴<rt>は</rt></ruby>れであれ<ruby>雨<rt>あめ</rt></ruby>であれ、<ruby>決行<rt>けっこう</rt></ruby>します。</div><div class="en">Whether fine or rainy, we will go ahead.</div></div><div class="ex"><div class="jp"><ruby>男<rt>おとこ</rt></ruby>であれ<ruby>女<rt>おんな</rt></ruby>であれ、<ruby>条件<rt>じょうけん</rt></ruby>は<ruby>同<rt>おな</rt></ruby>じだ。</div><div class="en">Whether man or woman, the conditions are the same.</div></div>	jlpt::N1
〜であろうと	〜であろうと	N1	no matter what ~	Noun + であろうと	Formal variant of であれ.	であろうと and であれ are interchangeable in most contexts.	<div class="ex"><div class="jp">どんな<ruby>困難<rt>こんなん</rt></ruby>であろうと<ruby>乗<rt>の</rt></ruby>り<ruby>越<rt>こ</rt></ruby>える。</div><div class="en">Whatever the difficulty, I will overcome it.</div></div><div class="ex"><div class="jp"><ruby>相手<rt>あいて</rt></ruby>が<ruby>誰<rt>だれ</rt></ruby>であろうと<ruby>関係<rt>かんけい</rt></ruby>ない。</div><div class="en">It doesn&#x27;t matter who the other party is.</div></div><div class="ex"><div class="jp">きっと<ruby>事態<rt>じたい</rt></ruby>は<ruby>改善<rt>かいぜん</rt></ruby>されるであろうと<ruby>思<rt>おも</rt></ruby>います。</div><div class="en">The situation, I am sure, will be improved.</div></div><div class="ex"><div class="jp"><ruby>何事<rt>なにごと</rt></ruby>であろうとも、<ruby>忍耐<rt>にんたい</rt></ruby>しなくてはならない。</div><div class="en">Be the matter what it may, we must persevere.</div></div>	jlpt::N1
〜ですら	〜ですら	N1	even ~ (emphatic)	Noun + ですら	Emphatic even, presenting an extreme case.	ですら is emphatic; でも is neutral.	<div class="ex"><div class="jp"><ruby>専門<rt>せんもん</rt></ruby><ruby>家<rt>か</rt></ruby>ですら<ruby>分<rt>わ</rt></ruby>からない<ruby>問題<rt>もんだい</rt></ruby>だ。</div><div class="en">It is a problem even experts cannot solve.</div></div><div class="ex"><div class="jp"><ruby>親<rt>おや</rt></ruby>ですら<ruby>知<rt>し</rt></ruby>らなかった。</div><div class="en">Even his parents did not know.</div></div>	jlpt::N1
〜とあって	〜とあって	N1	because it is ~ (special situation)	Noun / plain form + とあって	A special circumstance produces a natural result.	とあって explains a special case; ので is general.	<div class="ex"><div class="jp"><ruby>連休<rt>れんきゅう</rt></ruby>とあって、<ruby>道路<rt>どうろ</rt></ruby>が<ruby>混<rt>こ</rt></ruby>んでいる。</div><div class="en">Being a long weekend, the roads are crowded.</div></div><div class="ex"><div class="jp"><ruby>人気<rt>にんき</rt></ruby><ruby>歌手<rt>かしゅ</rt></ruby>が<ruby>来<rt>く</rt></ruby>るとあって、<ruby>会場<rt>かいじょう</rt></ruby>は<ruby>満員<rt>まんいん</rt></ruby>だ。</div><div class="en">With a popular singer coming, the venue is full.</div></div><div class="ex"><div class="jp"><ruby>彼女<rt>かのじょ</rt></ruby>の<ruby>帽子<rt>ぼうし</rt></ruby>は<ruby>靴<rt>くつ</rt></ruby>とあっている。</div><div class="en">Her hat matches her shoes.</div></div><div class="ex"><div class="jp"><ruby>彼<rt>かれ</rt></ruby>は<ruby>金<rt>きん</rt></ruby>がうんとあって<ruby>使<rt>つか</rt></ruby>えない。</div><div class="en">He has more money than he can use.</div></div>	jlpt::N1
〜とあれば	〜とあれば	N1	if it is for ~	Noun / plain form + とあれば	For this special reason the speaker will do anything.	とあれば is a special condition; なら is general.	<div class="ex"><div class="jp"><ruby>子<rt>こ</rt></ruby>どものためとあれば、<ruby>何<rt>なに</rt></ruby>でもする。</div><div class="en">If it&#x27;s for my child, I&#x27;ll do anything.</div></div><div class="ex"><div class="jp"><ruby>必要<rt>ひつよう</rt></ruby>とあれば、すぐ<ruby>伺<rt>うかが</rt></ruby>います。</div><div class="en">If it is necessary, I will come at once.</div></div><div class="ex"><div class="jp"><ruby>君<rt>きみ</rt></ruby>と<ruby>話<rt>はな</rt></ruby>し<ruby>合<rt>あ</rt></ruby>う<ruby>時間<rt>じかん</rt></ruby>がもっとあればいいのに。</div><div class="en">I wish I had the time to stay and talk with you.</div></div><div class="ex"><div class="jp">ぜひにとあれば<ruby>仕方<rt>しかた</rt></ruby>がない。</div><div class="en">If you must, you must.</div></div>	jlpt::N1
〜といえども	〜といえども	N1	even though / even ~	Noun / plain form + といえども	Literary concession, often with an authority or extreme case.	といえども is archaic and formal; でも is everyday.	<div class="ex"><div class="jp"><ruby>専門<rt>せんもん</rt></ruby><ruby>家<rt>か</rt></ruby>といえども、<ruby>間違<rt>まちが</rt></ruby>うことはある。</div><div class="en">Even an expert can make mistakes.</div></div><div class="ex"><div class="jp"><ruby>子<rt>こ</rt></ruby>どもといえども<ruby>許<rt>ゆる</rt></ruby>されない。</div><div class="en">Even a child would not be excused.</div></div><div class="ex"><div class="jp"><ruby>君<rt>きみ</rt></ruby>の<ruby>指摘<rt>してき</rt></ruby>、<ruby>中<rt>あた</rt></ruby>らずといえども<ruby>遠<rt>とお</rt></ruby>からずだね。</div><div class="en">Your point may be a little off target, but it certainly is close.</div></div><div class="ex"><div class="jp"><ruby>貧<rt>まず</rt></ruby>しいといえども<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>幸<rt>しあわ</rt></ruby>せだ。</div><div class="en">Though she is poor, she is happy.</div></div>	jlpt::N1
〜といったらない	〜といったらない	N1	extremely / indescribably ~	Noun / adjective + といったらない	An emotional emphasis, positive or negative.	といったらない is emotional; きわまりない is formal.	<div class="ex"><div class="jp">あの<ruby>時<rt>とき</rt></ruby>の<ruby>嬉<rt>うれ</rt></ruby>しさといったらなかった。</div><div class="en">My joy at that moment was indescribable.</div></div><div class="ex"><div class="jp"><ruby>暑<rt>あつ</rt></ruby>いといったらない。</div><div class="en">It&#x27;s unbearably hot.</div></div>	jlpt::N1
〜ところを	〜ところを	N1	although it is a time when ~	Noun の / plain form + ところを	Set courtesy phrase acknowledging the listener&#x27;s inconvenience.	ところを is a polite formula; のに is a plain contrast.	<div class="ex"><div class="jp">お<ruby>忙<rt>いそが</rt></ruby>しいところをありがとうございます。</div><div class="en">Thank you, though you are busy.</div></div><div class="ex"><div class="jp">お<ruby>休<rt>やす</rt></ruby>みのところを<ruby>失礼<rt>しつれい</rt></ruby>します。</div><div class="en">Sorry to disturb you during your rest.</div></div><div class="ex"><div class="jp"><ruby>彼<rt>かれ</rt></ruby>はその<ruby>家<rt>いえ</rt></ruby>から<ruby>出<rt>で</rt></ruby>てくるところを<ruby>見<rt>み</rt></ruby>られた。</div><div class="en">He was seen to come out of the house.</div></div><div class="ex"><div class="jp"><ruby>彼<rt>かれ</rt></ruby>は<ruby>家<rt>いえ</rt></ruby>から<ruby>出<rt>で</rt></ruby>かけるところをみられました。</div><div class="en">He was seen going out of the house.</div></div>	jlpt::N1
〜としたところで	〜としたところで	N1	even if / even supposing	Plain form + としたところで	Concedes a hypothesis while denying its usefulness.	としたところで concedes a hypothesis; にしても is broader.	<div class="ex"><div class="jp"><ruby>今<rt>いま</rt></ruby>から<ruby>急<rt>いそ</rt></ruby>いだところで、<ruby>間<rt>ま</rt></ruby>に<ruby>合<rt>あ</rt></ruby>わない。</div><div class="en">Even if we hurry now, we won&#x27;t make it.</div></div><div class="ex"><div class="jp"><ruby>謝<rt>あやま</rt></ruby>ったところで<ruby>許<rt>ゆる</rt></ruby>されないだろう。</div><div class="en">Even if you apologise, you probably won&#x27;t be forgiven.</div></div>	jlpt::N1
〜とはいうものの	〜とはいうものの	N1	having said that ~	Plain form + とはいうものの	Concedes then qualifies, in written style.	Interchangeable with とはいえ, slightly longer.	<div class="ex"><div class="jp"><ruby>暖<rt>あたた</rt></ruby>かくなったとはいうものの、<ruby>朝晩<rt>あさばん</rt></ruby>は<ruby>冷<rt>ひ</rt></ruby>える。</div><div class="en">It has warmed up, but mornings and evenings are still cold.</div></div><div class="ex"><div class="jp"><ruby>便利<rt>べんり</rt></ruby>だとはいうものの、<ruby>高<rt>たか</rt></ruby>すぎる。</div><div class="en">Convenient though it is, it&#x27;s too expensive.</div></div><div class="ex"><div class="jp"><ruby>流言飛語<rt>りゅうげんひご</rt></ruby>に<ruby>惑<rt>まど</rt></ruby>わされるべからず、とはいうものの、<ruby>言<rt>い</rt></ruby>うは<ruby>易<rt>やす</rt></ruby>く<ruby>行<rt>おこな</rt></ruby>うは<ruby>難<rt>かた</rt></ruby>し、と<ruby>思<rt>おも</rt></ruby>わない？</div><div class="en">They say you shouldn&#x27;t take rumors seriously, but that&#x27;s easier said than done.</div></div>	jlpt::N1
